sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;Profile 1;Profile 2
0.015;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@532;SAGASpearman@533;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.013;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;SAGASpearman@534;ConanParty@535;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;KakeSobaSpearman@536;ConanParty@537;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423302;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.015;24;;60rounds;Yes;Yes;2;0.59001;0.72386;0.00000;0.00000;1.31387;AgentGG@538;ConanParty@539;1.0;0.8150795959148791;0.723864061577841;0.5900068268081698;0.723864061577841;0.43365128112958223;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@540;KakeSobaSpearman@541;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.023;61;;60rounds;Yes;Yes;2;0.35082;0.43042;0.00000;0.00000;0.78124;SAGASpearman@542;KakeSobaSpearman@543;1.0;0.8150795959148791;0.4304154636976689;0.3508228622262113;0.43041546369766887;0.35928932384402434;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.027;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@544;SAGASpearman@545;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.027;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;AgentGG@546;SAGASpearman@547;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.62510;0.69098;0.00000;0.14304;1.31607;ConanParty@548;AgentGG@549;0.8515058997100864;0.9412469685849811;0.6250957491099193;0.6909752229848232;0.6296701428903418;0.5036018551375713;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.022;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;SAGASpearman@550;AgentGG@551;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.025;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@552;AgentGG@553;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.025;61;;60rounds;Yes;Yes;2;0.35082;0.43042;0.00000;0.00000;0.78124;AgentGG@554;KakeSobaSpearman@555;1.0;0.8150795959148791;0.4304154636976689;0.3508228622262113;0.4304154636976689;0.3474510994326622;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.013;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@556;SAGASpearman@557;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;SAGASpearman@558;ConanParty@559;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.015;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;KakeSobaSpearman@560;ConanParty@561;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;AgentGG@562;ConanParty@563;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.013;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@564;KakeSobaSpearman@565;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.024;61;;60rounds;Yes;Yes;2;0.35082;0.43042;0.00000;0.00000;0.78124;SAGASpearman@566;KakeSobaSpearman@567;1.0;0.8150795959148791;0.4304154636976689;0.3508228622262113;0.4304154636976689;0.3603872842763139;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.024;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@568;SAGASpearman@569;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.030;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;AgentGG@570;SAGASpearman@571;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.012;23;;60rounds;Yes;Yes;2;0.62510;0.69098;0.00000;0.14304;1.31607;ConanParty@572;AgentGG@573;0.8515058997100864;0.9412469685849811;0.6250957491099193;0.6909752229848232;0.6296701428903418;0.5036018551375713;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.026;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;SAGASpearman@574;AgentGG@575;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.024;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@576;AgentGG@577;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.024;61;;60rounds;Yes;Yes;2;0.35082;0.43042;0.00000;0.00000;0.78124;AgentGG@578;KakeSobaSpearman@579;1.0;0.8150795959148791;0.4304154636976689;0.3508228622262113;0.4304154636976689;0.34728906547216765;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@580;SAGASpearman@581;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;SAGASpearman@582;ConanParty@583;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.015;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;KakeSobaSpearman@584;ConanParty@585;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.016;26;;60rounds;Yes;Yes;2;0.57366;0.70381;0.00000;0.00000;1.27746;AgentGG@586;ConanParty@587;1.0;0.8150795959148791;0.7038065065768465;0.5736583229829187;0.7038065065768465;0.4216352343547929;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.013;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@588;KakeSobaSpearman@589;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.022;61;;60rounds;Yes;Yes;2;0.35082;0.43042;0.00000;0.00000;0.78124;SAGASpearman@590;KakeSobaSpearman@591;1.0;0.8150795959148791;0.4304154636976689;0.3508228622262113;0.4304154636976689;0.35363982746091766;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.023;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@592;SAGASpearman@593;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.029;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;AgentGG@594;SAGASpearman@595;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.020;23;;60rounds;Yes;Yes;2;0.62510;0.69098;0.00000;0.14304;1.31607;ConanParty@596;AgentGG@597;0.8515058997100864;0.9412469685849811;0.6250957491099193;0.6909752229848232;0.6296701428903418;0.5036018551375713;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.022;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;SAGASpearman@598;AgentGG@599;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.026;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@600;AgentGG@601;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.025;61;;60rounds;Yes;Yes;2;0.35082;0.43042;0.00000;0.00000;0.78124;AgentGG@602;KakeSobaSpearman@603;1.0;0.8150795959148791;0.4304154636976689;0.3508228622262113;0.4304154636976689;0.3498737184575619;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@604;SAGASpearman@605;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;SAGASpearman@606;ConanParty@607;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.015;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;KakeSobaSpearman@608;ConanParty@609;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.016;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;AgentGG@610;ConanParty@611;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.017;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@612;KakeSobaSpearman@613;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.024;61;;60rounds;Yes;Yes;2;0.35082;0.43042;0.00000;0.00000;0.78124;SAGASpearman@614;KakeSobaSpearman@615;1.0;0.8150795959148791;0.4304154636976689;0.3508228622262113;0.4304154636976689;0.3513469341870215;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.025;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@616;SAGASpearman@617;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.025;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;AgentGG@618;SAGASpearman@619;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.013;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@620;AgentGG@621;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.030;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;SAGASpearman@622;AgentGG@623;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.024;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@624;AgentGG@625;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.025;61;;60rounds;Yes;Yes;2;0.35082;0.43042;0.00000;0.00000;0.78124;AgentGG@626;KakeSobaSpearman@627;1.0;0.8150795959148791;0.4304154636976689;0.3508228622262113;0.4304154636976689;0.3590548341974679;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.013;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@628;SAGASpearman@629;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.013;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;SAGASpearman@630;ConanParty@631;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.015;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;KakeSobaSpearman@632;ConanParty@633;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;24;;60rounds;Yes;Yes;2;0.59001;0.72386;0.00000;0.00000;1.31387;AgentGG@634;ConanParty@635;1.0;0.8150795959148791;0.723864061577841;0.5900068268081698;0.723864061577841;0.43365128112958223;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.013;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@636;KakeSobaSpearman@637;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.023;61;;60rounds;Yes;Yes;2;0.35082;0.43042;0.00000;0.00000;0.78124;SAGASpearman@638;KakeSobaSpearman@639;1.0;0.8150795959148791;0.4304154636976689;0.3508228622262113;0.43041546369766887;0.34805198409436416;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.023;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@640;SAGASpearman@641;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.026;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;AgentGG@642;SAGASpearman@643;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.013;23;;60rounds;Yes;Yes;2;0.62510;0.69098;0.00000;0.14304;1.31607;ConanParty@644;AgentGG@645;0.8515058997100864;0.9412469685849811;0.6250957491099193;0.6909752229848232;0.6296701428903418;0.5036018551375713;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.023;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;SAGASpearman@646;AgentGG@647;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.024;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@648;AgentGG@649;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.025;61;;60rounds;Yes;Yes;2;0.35082;0.43042;0.00000;0.00000;0.78124;AgentGG@650;KakeSobaSpearman@651;1.0;0.8150795959148791;0.4304154636976689;0.3508228622262113;0.4304154636976689;0.3568146558045112;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.013;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@652;SAGASpearman@653;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423302;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.013;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;SAGASpearman@654;ConanParty@655;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.017;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;KakeSobaSpearman@656;ConanParty@657;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.016;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;AgentGG@658;ConanParty@659;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.022;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@660;KakeSobaSpearman@661;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.024;61;;60rounds;Yes;Yes;2;0.22306;0.40514;0.13023;0.13023;0.62821;SAGASpearman@662;KakeSobaSpearman@663;0.9412798089323321;0.5182537374184544;0.4051413854308629;0.223064422704014;0.38837546523648314;0.22325226515342633;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.023;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@664;SAGASpearman@665;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.028;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;AgentGG@666;SAGASpearman@667;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.013;23;;60rounds;Yes;Yes;2;0.62510;0.69098;0.00000;0.14304;1.31607;ConanParty@668;AgentGG@669;0.8515058997100864;0.9412469685849811;0.6250957491099193;0.6909752229848232;0.6296701428903418;0.5036018551375713;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.021;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;SAGASpearman@670;AgentGG@671;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.026;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@672;AgentGG@673;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.026;61;;60rounds;Yes;Yes;2;0.35082;0.43042;0.00000;0.00000;0.78124;AgentGG@674;KakeSobaSpearman@675;1.0;0.8150795959148791;0.4304154636976689;0.3508228622262113;0.4304154636976689;0.35606707665661363;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.018;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@676;SAGASpearman@677;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.017;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;SAGASpearman@678;ConanParty@679;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.015;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;KakeSobaSpearman@680;ConanParty@681;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.016;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;AgentGG@682;ConanParty@683;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.015;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@684;KakeSobaSpearman@685;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.023;61;;60rounds;Yes;Yes;2;0.22306;0.40514;0.13023;0.13023;0.62821;SAGASpearman@686;KakeSobaSpearman@687;0.9412798089323321;0.5182537374184544;0.4051413854308629;0.223064422704014;0.4136381498418415;0.22299567816124738;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.023;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@688;SAGASpearman@689;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.025;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;AgentGG@690;SAGASpearman@691;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.015;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@692;AgentGG@693;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.023;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;SAGASpearman@694;AgentGG@695;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.024;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@696;AgentGG@697;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.026;61;;60rounds;Yes;Yes;2;0.35082;0.43042;0.00000;0.00000;0.78124;AgentGG@698;KakeSobaSpearman@699;1.0;0.8150795959148791;0.4304154636976689;0.3508228622262113;0.4304154636976689;0.35125308880629563;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@700;SAGASpearman@701;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.013;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;SAGASpearman@702;ConanParty@703;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;KakeSobaSpearman@704;ConanParty@705;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;AgentGG@706;ConanParty@707;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@708;KakeSobaSpearman@709;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.023;61;;60rounds;Yes;Yes;2;0.22306;0.40514;0.13023;0.13023;0.62821;SAGASpearman@710;KakeSobaSpearman@711;0.9412798089323321;0.5182537374184544;0.4051413854308629;0.223064422704014;0.40715663236169725;0.2260871729361232;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.023;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@712;SAGASpearman@713;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.026;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;AgentGG@714;SAGASpearman@715;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.62510;0.69098;0.00000;0.14304;1.31607;ConanParty@716;AgentGG@717;0.8515058997100864;0.9412469685849811;0.6250957491099193;0.6909752229848232;0.6296701428903418;0.5036018551375713;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.022;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;SAGASpearman@718;AgentGG@719;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.024;61;;60rounds;No;Yes;1;0.00000;0.00000;0.53173;0.55528;0.00000;KakeSobaSpearman@720;AgentGG@721;0.0;0.0;0.0;0.0;0.0;0.0;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.025;61;;60rounds;Yes;Yes;2;0.35082;0.43042;0.00000;0.00000;0.78124;AgentGG@722;KakeSobaSpearman@723;1.0;0.8150795959148791;0.4304154636976689;0.3508228622262113;0.4304154636976689;0.34610131747834955;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.53251;0.73411;0.00000;0.24304;1.26662;ConanParty@724;SAGASpearman@725;0.7253868577343348;1.0;0.5325109801168925;0.7341061868423303;0.5351261642818598;0.7341061868423303;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
0.014;23;;60rounds;Yes;Yes;2;0.59835;0.73411;0.00000;0.00000;1.33246;SAGASpearman@726;ConanParty@727;1.0;0.8150795959148791;0.7341061868423303;0.5983549741300593;0.7341061868423303;0.4397871165414883;laptop_buyer_utility_u20.xml;laptop_seller_utility_u20.xml
