sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;Profile 1;Profile 2
;3;Session genius.core.session.Session@256f0b99 failed: Failed to execute protocol: Execution failed of ConanParty@118:java.lang.ClassCastException: genius.core.issue.ValueInteger cannot be cast to genius.core.issue.ValueDiscrete: genius.core.issue.ValueInteger cannot be cast to genius.core.issue.ValueDiscrete:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;ConanParty;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof2
;2;Session genius.core.session.Session@112c90fa failed: Failed to execute protocol: Execution failed of KakeSobaSpearman@120:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;KakeSobaSpearman;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof2
;2;Session genius.core.session.Session@70cad9b9 failed: Failed to execute protocol: Execution failed of SAGASpearman@122:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;SAGASpearman;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof2
;2;Session genius.core.session.Session@5f3ac854 failed: Failed to execute protocol: Execution failed of ConanParty@124:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;ConanParty;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof2
;2;Session genius.core.session.Session@6ee6cf98 failed: Failed to execute protocol: Execution failed of ConanParty@127:java.lang.ClassCastException: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;KakeSobaSpearman;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof2
;2;Session genius.core.session.Session@47598760 failed: Failed to execute protocol: Execution failed of ConanParty@129:java.lang.ClassCastException: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;SAGASpearman;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof2
;2;Session genius.core.session.Session@1d9a10d1 failed: Failed to execute protocol: Execution failed of ConanParty@131:java.lang.ClassCastException: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;ConanParty;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof2
;61;Session genius.core.session.Session@2733d220 failed: Failed to execute protocol: domain does not match the negotiation domain:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;KakeSobaSpearman;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof1
;2;Session genius.core.session.Session@4c5125ed failed: Failed to execute protocol: Execution failed of KakeSobaSpearman@135:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;SAGASpearman;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof1
;3;Session genius.core.session.Session@cdd11af failed: Failed to execute protocol: Execution failed of ConanParty@136:java.lang.ClassCastException: genius.core.issue.ValueInteger cannot be cast to genius.core.issue.ValueDiscrete: genius.core.issue.ValueInteger cannot be cast to genius.core.issue.ValueDiscrete:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;ConanParty;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof1
;2;Session genius.core.session.Session@43720b4b failed: Failed to execute protocol: Execution failed of KakeSobaSpearman@138:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;KakeSobaSpearman;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof1
;2;Session genius.core.session.Session@4a388d85 failed: Failed to execute protocol: Execution failed of SAGASpearman@140:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;SAGASpearman;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof1
;2;Session genius.core.session.Session@76c19570 failed: Failed to execute protocol: Execution failed of ConanParty@142:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;ConanParty;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof1
;2;Session genius.core.session.Session@53b002de failed: Failed to execute protocol: Execution failed of ConanParty@145:java.lang.ClassCastException: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;KakeSobaSpearman;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof1
;2;Session genius.core.session.Session@73ae1a7b failed: Failed to execute protocol: Execution failed of ConanParty@147:java.lang.ClassCastException: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;SAGASpearman;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof1
;2;Session genius.core.session.Session@60f37d32 failed: Failed to execute protocol: Execution failed of ConanParty@149:java.lang.ClassCastException: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;ConanParty;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;IntegerDomain-prof1
;61;Session genius.core.session.Session@699d8645 failed: Failed to execute protocol: domain does not match the negotiation domain:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;KakeSobaSpearman;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util2
;2;Session genius.core.session.Session@6c92f39a failed: Failed to execute protocol: Execution failed of KakeSobaSpearman@153:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;SAGASpearman;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util2
;3;Session genius.core.session.Session@4088851f failed: Failed to execute protocol: Execution failed of ConanParty@154:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;ConanParty;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util2
;2;Session genius.core.session.Session@f24b820 failed: Failed to execute protocol: Execution failed of KakeSobaSpearman@156:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;KakeSobaSpearman;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util2
;2;Session genius.core.session.Session@683143e7 failed: Failed to execute protocol: Execution failed of SAGASpearman@158:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;SAGASpearman;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util2
;2;Session genius.core.session.Session@637f2baa failed: Failed to execute protocol: Execution failed of ConanParty@160:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;ConanParty;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util2
;2;Session genius.core.session.Session@66b4853f failed: Failed to execute protocol: Execution failed of ConanParty@163:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;KakeSobaSpearman;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util2
;2;Session genius.core.session.Session@73a0fef5 failed: Failed to execute protocol: Execution failed of ConanParty@165:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;SAGASpearman;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util2
;2;Session genius.core.session.Session@73a51ff7 failed: Failed to execute protocol: Execution failed of ConanParty@167:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;ConanParty;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util2
;61;Session genius.core.session.Session@256bf5a2 failed: Failed to execute protocol: domain does not match the negotiation domain:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;KakeSobaSpearman;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util1
;2;Session genius.core.session.Session@34199a3b failed: Failed to execute protocol: Execution failed of KakeSobaSpearman@171:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;SAGASpearman;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util1
;3;Session genius.core.session.Session@7d612db6 failed: Failed to execute protocol: Execution failed of ConanParty@172:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;ConanParty;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util1
;2;Session genius.core.session.Session@1841a4f6 failed: Failed to execute protocol: Execution failed of KakeSobaSpearman@174:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;KakeSobaSpearman;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util1
;2;Session genius.core.session.Session@47c3fb59 failed: Failed to execute protocol: Execution failed of SAGASpearman@176:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;SAGASpearman;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util1
;2;Session genius.core.session.Session@f0deabd failed: Failed to execute protocol: Execution failed of ConanParty@178:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;ConanParty;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util1
;2;Session genius.core.session.Session@224b5a05 failed: Failed to execute protocol: Execution failed of ConanParty@181:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;KakeSobaSpearman;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util1
;2;Session genius.core.session.Session@716506df failed: Failed to execute protocol: Execution failed of ConanParty@183:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;SAGASpearman;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util1
;2;Session genius.core.session.Session@1d069a28 failed: Failed to execute protocol: Execution failed of ConanParty@185:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;ConanParty;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util3;KillerRobot_util1
;61;Session genius.core.session.Session@6864c611 failed: Failed to execute protocol: domain does not match the negotiation domain:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;KakeSobaSpearman;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof2
;2;Session genius.core.session.Session@5dac1bf9 failed: Failed to execute protocol: Execution failed of KakeSobaSpearman@189:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;SAGASpearman;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof2
;3;Session genius.core.session.Session@509616ef failed: Failed to execute protocol: Execution failed of ConanParty@190:java.lang.ClassCastException: genius.core.issue.ValueInteger cannot be cast to genius.core.issue.ValueDiscrete: genius.core.issue.ValueInteger cannot be cast to genius.core.issue.ValueDiscrete:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;ConanParty;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof2
;2;Session genius.core.session.Session@2ea8b231 failed: Failed to execute protocol: Execution failed of KakeSobaSpearman@192:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;KakeSobaSpearman;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof2
;2;Session genius.core.session.Session@42e9c874 failed: Failed to execute protocol: Execution failed of SAGASpearman@194:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;SAGASpearman;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof2
;2;Session genius.core.session.Session@34a81e4a failed: Failed to execute protocol: Execution failed of ConanParty@196:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;ConanParty;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof2
;2;Session genius.core.session.Session@6687ec44 failed: Failed to execute protocol: Execution failed of ConanParty@199:java.lang.ClassCastException: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;KakeSobaSpearman;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof2
;2;Session genius.core.session.Session@4e177954 failed: Failed to execute protocol: Execution failed of ConanParty@201:java.lang.ClassCastException: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;SAGASpearman;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof2
;2;Session genius.core.session.Session@6d85aec8 failed: Failed to execute protocol: Execution failed of ConanParty@203:java.lang.ClassCastException: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;ConanParty;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof2
;61;Session genius.core.session.Session@46fbd5b2 failed: Failed to execute protocol: domain does not match the negotiation domain:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;KakeSobaSpearman;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof1
;2;Session genius.core.session.Session@3914e41c failed: Failed to execute protocol: Execution failed of KakeSobaSpearman@207:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;SAGASpearman;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof1
;3;Session genius.core.session.Session@6c19736e failed: Failed to execute protocol: Execution failed of ConanParty@208:java.lang.ClassCastException: genius.core.issue.ValueInteger cannot be cast to genius.core.issue.ValueDiscrete: genius.core.issue.ValueInteger cannot be cast to genius.core.issue.ValueDiscrete:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;ConanParty;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof1
;2;Session genius.core.session.Session@64987b4e failed: Failed to execute protocol: Execution failed of KakeSobaSpearman@210:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;KakeSobaSpearman;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof1
;2;Session genius.core.session.Session@62674250 failed: Failed to execute protocol: Execution failed of SAGASpearman@212:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;SAGASpearman;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof1
;2;Session genius.core.session.Session@4cf4e7b3 failed: Failed to execute protocol: Execution failed of ConanParty@214:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;ConanParty;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof1
;2;Session genius.core.session.Session@1bc102a2 failed: Failed to execute protocol: Execution failed of ConanParty@217:java.lang.ClassCastException: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;KakeSobaSpearman;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof1
;2;Session genius.core.session.Session@4e98e4cf failed: Failed to execute protocol: Execution failed of ConanParty@219:java.lang.ClassCastException: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;SAGASpearman;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof1
;2;Session genius.core.session.Session@56461fa3 failed: Failed to execute protocol: Execution failed of ConanParty@221:java.lang.ClassCastException: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger: genius.core.issue.ValueDiscrete cannot be cast to genius.core.issue.ValueInteger:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class];60rounds;No;;0;;;;;;ConanParty;ConanParty;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;IntegerDomain-prof1
;61;Session genius.core.session.Session@4a1af01 failed: Failed to execute protocol: domain does not match the negotiation domain:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;KakeSobaSpearman;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;KillerRobot_util2
;2;Session genius.core.session.Session@7058b571 failed: Failed to execute protocol: Execution failed of KakeSobaSpearman@225:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;SAGASpearman;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;KillerRobot_util2
;3;Session genius.core.session.Session@5aa9f4b3 failed: Failed to execute protocol: Execution failed of ConanParty@226:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/CONAN/ConanParty.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class];60rounds;No;;0;;;;;;ConanParty;KakeSobaSpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;KillerRobot_util2
;2;Session genius.core.session.Session@523964fb failed: Failed to execute protocol: Execution failed of KakeSobaSpearman@228:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/KakeSobaSpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;KakeSobaSpearman;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;KillerRobot_util2
;2;Session genius.core.session.Session@34badb07 failed: Failed to execute protocol: Execution failed of SAGASpearman@230:java.lang.NullPointerException: null:[/Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class, /Users/joe/Projects/CONAN/out/production/CONAN/spearmanparty/SAGASpearman.class];60rounds;No;;0;;;;;;SAGASpearman;SAGASpearman;0.0;0.0;0.0;0.0;;;Smart_Energy_Grid_util2;KillerRobot_util2
